ts	phase	decision	why	evidence	result
2026-09-03T22:20:00Z	u1.4	Walk BFS starts on land in the PO when the spawn pad is water	U1.3 fallback can sit the PO on water; a wet spawn pad made every mailbox unreachable	src/Sim/World/WorldGrid.cs	accepted
2026-09-03T22:35:00Z	u1.4	Routing nodes are crossings and street ends	Degree 3 on a 2-wide street marked almost every tile; 2462 edges collapsed to 73	src/Sim/World/ConnectivityStage.cs	accepted
2026-09-03T21:40:00Z	u1.5	Frame U1.5 as client regen, hash mismatch, SeedViewer, 3s budget	Issue 82; chapter 02 §2 and §4; chapter 07 §9; hash encoding stays U1.4	https://github.com/gfed-official/performative-mail/issues/82	open
2026-09-03T21:40:00Z	architect	Chose additive WorldOffer over HelloOk extension	Frozen U4.1 Hello goldens and SchemaHash 0x4112C9FA stay; Ping and InventoryEvent already use additive kinds	src/Sim/Net/MessageKind.cs	accepted
2026-09-03T21:40:00Z	architect	Skipped multi-model arena	Same parent constraint as U1.2; two sketches compared in-thread	docs/m1-frame.md	accepted
2026-09-03T21:40:00Z	subtract	Did not replace WorldAtlas or rewrite U1.1-U1.4 generation	Live play still loads the authored map; WorldOffer is opt-in on ServerRuntime	src/Server/ServerRuntime.cs	accepted
2026-09-03T21:40:00Z	u1.5	Confirmed golden hash 0x821670054873680E before new tests	Seed 0x7F3A9C21 on cursor/m1-u1-4-roads-4202	tests/Sim.Tests/World/WorldGenHashTests.cs	VERIFIED
2026-09-03T21:50:00Z	verify	dotnet test Release 247 passed	Sim 117 Net 114 Bot 16	dotnet test PerformativeMail.sln	VERIFIED
2026-09-03T21:50:00Z	verify	Small Island generation 46 ms	Warm Generate then timed Generate on seed 0x7F3A9C21	tests/Sim.Tests/World/WorldGenBudgetTests.cs	VERIFIED
2026-09-03T21:50:00Z	verify	SeedViewer printed hash districts and addresses	tools/SeedViewer 0x7F3A9C21 worldHash 0x821670054873680E	tools/SeedViewer/Program.cs	VERIFIED
2026-09-03T21:53:00Z	subtract	Renamed ServerRuntime.OfferedWorld	GeneratedWorld collided with ClientRuntime tables; the server field is the wire offer	src/Server/ServerRuntime.cs	accepted
2026-09-03T21:53:00Z	architect	Kept LastReject as the mismatch bucket	PlaySession already fails on LastReject; a second join-failure type is extra surface	src/Client/ClientRuntime.cs	accepted
2026-09-03T21:53:00Z	architect	Join does not wait for WorldOffer	Default Host sends none; a required offer would replace the atlas path	src/App/PlaySessionMachine.cs	accepted
2026-09-03T21:56:00Z	verify	Serialize CI test projects	dotnet test sln --no-build ran Sim gen beside the 2 ms tick gate; max 3.05 ms mean 0.016	.github/workflows/ci.yml	accepted
2026-09-03T21:59:00Z	verify	CI on c680399 all 4 checks green	test and Godot 4.7.2 .NET on ubuntu	https://github.com/gfed-official/performative-mail/actions	VERIFIED
2026-09-03T22:00:00Z	audit	Kept live Host without WorldOffer	U1.5 is the regen path beside the atlas, not a listen-server cutover	src/App/PlaySessionMachine.cs	accepted
2026-09-03T22:00:00Z	audit	Printed budget ms on Console	CI minimal logs hid ITestOutputHelper; the issue asked for the runner number	tests/Sim.Tests/World/WorldGenBudgetTests.cs	open
2026-09-03T22:03:00Z	verify	CI on 2f8f59f all 4 checks green	Sim.Tests 6 s for 117 tests; Console budget line still hidden at minimal verbosity	https://github.com/gfed-official/performative-mail/actions/runs/33810930999	VERIFIED
2026-09-03T22:08:26Z	frame	Frame U2.1 as archetype streets balance JSON plus validator rules	Issue 83; chapter 08 2.13-2.15 and 5; ContentValidator skeleton already exists	https://github.com/gfed-official/performative-mail/issues/83	open
2026-09-03T22:08:26Z	architect	Put catalogs in Sim next to StreetCatalog; CLI stays thin	WorldGen already loads streets.json; U3 and U6 will want the same parse; validator-local types would be copied later	src/Sim/World/ContentFiles.cs	accepted
2026-09-03T22:08:26Z	architect	Skip four-model arena	JSON shapes are already in chapter 08; the fork is ownership not schema	docs/m1-frame.md	accepted
2026-09-03T22:08:26Z	subtract	Did not rewrite WorldGen or WorldOffer; did not add U2.2 defs	Issue forbids U2.2+ and U1 generation rewrite; empty item dirs stay for the M0 skeleton	tools/ContentValidator/Program.cs	accepted
2026-09-03T22:08:26Z	architect	Grown medium band is 13-50 so small_island sum 50 passes	Chapter 08 example sums to 50; chapter 02 medium is 13-25 grown to about 50 via districts	src/Sim/World/SettlementSize.cs	accepted
2026-09-03T22:09:15Z	verify	ContentValidator exits 0 on repo content	prove it on the real CLI not a proxy	dotnet run --project tools/ContentValidator -- content	VERIFIED
2026-09-03T22:09:15Z	verify	Planted district sum 3 exits 1	same CLI on a temp copy with districtHouseCounts 1,1,1	tools/ContentValidator	VERIFIED
2026-09-03T22:09:15Z	verify	dotnet test Release 256 passed	Sim 126 Net 114 Bot 16; nine new content tests	dotnet test PerformativeMail.sln	VERIFIED
2026-09-03T22:11:10Z	subtract	Named MediumAfterDistricts instead of a Medium ternary	Comment Sicko asked for the grown-medium band as a named fact	src/Sim/World/SettlementSize.cs	accepted
2026-09-03T22:14:10Z	verify	CI on ff0165e all 4 checks green	test and Godot 4.7.2 .NET on ubuntu	https://github.com/gfed-official/performative-mail/actions	VERIFIED
2026-09-03T22:15:52Z	audit	Kept MediumAfterDistricts as 13-50	chapter 08 example is 50; a raw medium 13-25 check would reject the spec file	src/Sim/World/SettlementSize.cs	accepted
2026-09-03T22:15:52Z	audit	Do not aggregate TownSpec.Count this unit	only small_island ships; large island towns are a later archetype	src/Sim/World/ArchetypeCatalog.cs	open
2026-09-03T22:15:52Z	audit	Unknown id means snake_case and known town size	no closed archetype allowlist; large_island would be a legal later id	tests/Sim.Tests/Content/ContentFilesTests.cs	accepted
2026-09-03T22:15:52Z	audit	CLI mutation was proven in the agent shell not an xUnit process	CI runs the good-content CLI; the planted sum test hits ContentFiles.Validate	docs/m1-decisions.tsv	accepted
2026-09-03T22:15:52Z	subtract	Balance ships the chapter 08 enumerated keys only	mail mix wave and movement tunables stay in later defs; extra JSON keys are ignored	content/balance.json	accepted
2026-09-03T22:45:00Z	frame	Frame U2.3 as perk stamp unlock defs plus closed Stat and RuleFlag	Issue 85; chapter 08 2.9 2.12 2.15 and 5; U2.2 catalogs stay	https://github.com/gfed-official/performative-mail/issues/85	open
2026-09-03T22:45:00Z	architect	Per-type catalogs plus shared StatModifier	Same load shape as items and shop; a unified modifier catalog would be new surface	src/Sim/Content/PerkCatalog.cs	accepted
2026-09-03T22:45:00Z	architect	Skip four-model arena	Chapter 08 already names PerkDef StampDef unlocks.json and the closed enums	docs/m1-frame.md	accepted
2026-09-03T22:45:00Z	subtract	Twelve Arcade perks not the M4 pool of 28	M1 hand-delivery plus bike plus one rule-flag perk; sorter and turret perks wait	content/perks	accepted
2026-09-03T22:45:00Z	subtract	Did not add U2.4 hot reload or rewrite U2.1/U2.2 catalogs	Issue forbids editor F6 and catalog rewrites except extensions	src/Sim/World/ContentFiles.cs	accepted
2026-09-03T22:47:00Z	verify	ContentValidator exits 0 on repo content	prove it on the real CLI	dotnet run --project tools/ContentValidator -- content	VERIFIED
2026-09-03T22:47:00Z	verify	Planted NotAStat perk exits 1	same CLI on a temp copy of long_legs.json	tools/ContentValidator	VERIFIED
2026-09-03T22:47:00Z	verify	Planted not_a_flag stamp exits 1	same CLI on a temp copy of double_raids.json	tools/ContentValidator	VERIFIED
2026-09-03T22:47:00Z	verify	dotnet test Release 270 passed	Sim 140 Net 114 Bot 16; eight new perk and stamp tests	dotnet test PerformativeMail.sln	VERIFIED
2026-09-03T22:48:00Z	verify	CI on ebeab74 success	test and Godot 4.7.2 .NET on ubuntu	https://github.com/gfed-official/performative-mail/actions/runs/33814472724	VERIFIED
2026-09-03T22:55:00Z	frame	Frame U2.4 as disk reload through ContentFiles.Load	Issue 86 names F6; this unit forbids F6 and has no Godot display	https://github.com/gfed-official/performative-mail/issues/86	open
2026-09-03T22:55:00Z	architect	ContentBundle plus ContentSession.Reload	Catalogs stay load-only; Validate already ran the same tree; a per-file cache would rewrite U2.1-U2.3	src/Sim/World/ContentSession.cs	accepted
2026-09-03T22:55:00Z	architect	Skip four-model arena	User constraints settle the shape; F6 and perk re-apply are out	docs/m1-frame.md	accepted
2026-09-03T22:55:00Z	subtract	No F6, no StatSheet re-apply, no catalog rewrite	Perk apply is U5; Godot F6 waits for a later debug boot	src/Sim/World/ContentFiles.cs	accepted
2026-09-03T22:59:00Z	verify	Reload after walkSpeed 5.0 to 9.5 on a temp copy	ContentReloadTests.Reload_AfterBalanceEdit_PicksUpNewWalkSpeed	tests/Sim.Tests/Content/ContentReloadTests.cs	VERIFIED
2026-09-03T22:59:00Z	verify	Watcher fired on the same disk edit	ContentReloadTests.Watch_BalanceEditOnDisk_ReloadsWithoutRestart 9 ms	tests/Sim.Tests/Content/ContentReloadTests.cs	VERIFIED
2026-09-03T22:59:00Z	verify	Planted NotAStat keeps the previous bundle	Reload failed; WalkSpeed stayed 5.0	tests/Sim.Tests/Content/ContentReloadTests.cs	VERIFIED
2026-09-03T22:59:00Z	verify	ContentValidator exits 0 on repo content	prove it on the real CLI	dotnet run --project tools/ContentValidator -- content	VERIFIED
2026-09-03T22:59:00Z	verify	Planted NotAStat perk exits 1	same CLI on a temp copy of long_legs.json	tools/ContentValidator	VERIFIED
2026-09-03T22:59:00Z	verify	dotnet test Release 274 passed	Sim 144 Net 114 Bot 16; four new reload tests	dotnet test PerformativeMail.sln	VERIFIED
2026-09-03T23:01:00Z	verify	CI on c59d6c8 all 4 checks green	test and Godot 4.7.2 .NET on ubuntu	https://github.com/gfed-official/performative-mail/actions/runs/33815603136	VERIFIED
2026-09-03T23:03:00Z	subtract	Deleted ContentFiles.Validate	Comment Sicko: void shim allocated a bundle and discarded it; callers use Load	src/Sim/World/ContentFiles.cs	accepted
2026-09-03T23:06:00Z	verify	CI on 8f0b1ef all 4 checks green	test and Godot 4.7.2 .NET after Validate fold	https://github.com/gfed-official/performative-mail/actions	VERIFIED
2026-09-03T23:10:00Z	frame	Frame U3.1 as RunState phases and legal edges	Issue 87; chapter 01 §1; M0 tick already exists; no clock quota complaint death	https://github.com/gfed-official/performative-mail/issues/87	open
2026-09-03T23:10:00Z	architect	Chose edge table plus TryTransition over event reducer	Acceptance is illegal edges rejected; Delivery to Draft is an edge test; events belong to U3.2 and U3.3	src/Sim/Run/RunTransitions.cs	accepted
2026-09-03T23:10:00Z	architect	Skip four-model arena	Parent forbids nested subagents; two sketches compared in-thread	docs/m1-frame.md	accepted
2026-09-03T23:10:00Z	subtract	Moved Client.UI.RunPhase into Sim.Run	One enum; chapter 07 puts the machine in Sim/Run; HUD keeps the same values	src/Sim/Run/RunPhase.cs	accepted
2026-09-03T23:10:00Z	subtract	No SimWorld.Tick hook, no PhaseChanged wire, no payload	Clock is U3.2; join and HUD live bind are U6/U9; shop draft results wait	src/Sim/SimWorld.cs	accepted
2026-09-03T23:12:00Z	u3.1	Explicit RunState constructor instead of primary-constructor init	netstandard2.1 Sim project rejected the init block	src/Sim/Run/RunState.cs	accepted
2026-09-03T23:14:00Z	verify	dotnet test Release 309 passed	Sim 179 Net 114 Bot 16; 35 RunState tests	dotnet test PerformativeMail.sln	VERIFIED
2026-09-03T23:14:00Z	verify	ContentValidator exits 0 on repo content	prove it on the real CLI	dotnet run --project tools/ContentValidator -- content	VERIFIED
2026-09-03T23:16:00Z	verify	CI on db224fd all 4 checks green	test and Godot 4.7.2 .NET on ubuntu	https://github.com/gfed-official/performative-mail/actions/runs/33816352869	VERIFIED
2026-09-03T23:20:00Z	frame	Frame U3.2 as shift clock plus Ready early-exit	Issue 88; chapter 01 shift clock; U3.1 table stays; no quota complaint death	https://github.com/gfed-official/performative-mail/issues/88	open
2026-09-03T23:20:00Z	architect	Chose ShiftClock session over pure helpers	Ready pause and raid window are one policy; helpers would leak them to every caller	src/Sim/Run/ShiftClock.cs	accepted
2026-09-03T23:20:00Z	architect	Skip four-model arena	Clock hooks existing PhaseDeadlineTick; two sketches compared in-thread	docs/m1-frame.md	accepted
2026-09-03T23:20:00Z	subtract	No PhaseChanged wire no SimWorld.Tick no Payday auto-advance	Wire and HUD wait; quota owns Payday exits; Ready stays off RunState	src/Sim/SimWorld.cs	accepted
2026-09-03T23:22:00Z	verify	dotnet test Release 329 passed	Sim 199 Net 114 Bot 16; Prep 1800 ticks; Ready ends Prep at 0	dotnet test PerformativeMail.sln	VERIFIED
2026-09-03T23:22:00Z	verify	ContentValidator exits 0 on repo content	prove it on the real CLI	dotnet run --project tools/ContentValidator -- content	VERIFIED
2026-09-03T23:22:00Z	verify	CI on 0897018 all 4 checks green	test and Godot 4.7.2 .NET on ubuntu	https://github.com/gfed-official/performative-mail/actions/runs/33817175092	VERIFIED
2026-09-03T23:26:50Z	frame	Frame U3.3 as quota and spawn budget formulas	Issue 89; chapter 01 3; U2.1 already ships baseQuota playerScaleExponent spawnOverhead; no complaint death	https://github.com/gfed-official/performative-mail/issues/89	open
2026-09-03T23:42:44Z	architect	Chose QuotaBudget.For with hundredths-then-cents	Chapter 11 printed scales and 4p/8p quotas are the contract; raw Pow misses 1476/2316; no clock hook because earnings are U3.4	/tmp/u33-architect/synthesis.md	accepted
2026-09-03T23:47:16Z	subtract	No Payday hook no MailSpawner rewrite no PlayerScale type	Earnings and mix are later units; the formula is the landable change	src/Sim/Run/QuotaBudget.cs	accepted
2026-09-03T23:47:53Z	verify	dotnet test Release 356 passed	Sim 226 Net 114 Bot 16; playerScale 1/2/4/8; shift-1 solo 600/960	dotnet test PerformativeMail.sln	VERIFIED
2026-09-03T23:47:53Z	verify	ContentValidator exits 0 on repo content	prove it on the real CLI	dotnet run --project tools/ContentValidator -- content	VERIFIED
2026-09-03T23:51:11Z	verify	CI on 03c0e6f all 4 checks green	test and Godot 4.7.2 .NET on ubuntu	https://github.com/gfed-official/performative-mail/actions/runs/33819142348	VERIFIED
2026-09-03T23:54:32Z	architect	Hundredths-then-cents is pinned in QuotaBudgetTests	Raw Pow misses chapter 11 1476/2316; tests are the evidence, not the tmp sketch	tests/Sim.Tests/Run/QuotaBudgetTests.cs	accepted
2026-09-03T23:54:32Z	verify	CI on 9a139e8 all 4 checks green	docs trail commit after 03c0e6f	https://github.com/gfed-official/performative-mail/actions/runs/33819363368	VERIFIED
2026-09-03T23:54:51Z	architect	Kept QuotaBudget.For after judge picked ShiftBudget	All four scored 2/2 on the rubric; Fixed2 and default-struct guards were for types we did not add; tests already pin all ten chapter 11 cells	src/Sim/Run/QuotaBudget.cs	accepted
2026-09-04T00:00:00Z	frame	Frame U3.4 as complaint meter deadlines and mail mix	Issue 90; late pay and mix shares already exist; ComplaintMeter is the missing runtime	https://github.com/gfed-official/performative-mail/issues/90	open
2026-09-04T00:00:00Z	architect	Chose ComplaintMeter plus MailKinds tables over DeliverySession or RunState field	Destinations already pays late; RunState and ShiftClock stay U3.1/U3.2; optional meter keeps bot callers	src/Sim/Run/ComplaintMeter.cs	accepted
2026-09-04T00:00:00Z	architect	Skip four-model arena	Parent forbids nested subagents; two sketches compared in-thread	docs/m1-frame.md	accepted
2026-09-04T00:00:00Z	subtract	Did not rewrite QuotaBudget or the MailSpawner batch picker	U3.3 formulas stay; shift-1 spawn still uses the 960 stub	src/Sim/Run/QuotaBudget.cs	accepted
2026-09-04T00:02:31Z	verify	dotnet test Release 370 passed	Sim 240 Net 114 Bot 16; letter +5; late 4 then 0; mix shares sum 1	dotnet test PerformativeMail.sln	VERIFIED
2026-09-04T00:02:31Z	verify	ContentValidator exits 0 on repo content	prove it on the real CLI	dotnet run --project tools/ContentValidator -- content	VERIFIED
2026-09-04T00:02:31Z	verify	Acceptance filter 5 passed	AddsFiveComplaint; OneShiftLate 4c; TwoShiftsLate 0c; mix sum; letter AddMisdelivery	dotnet test --filter AddsFiveComplaint|OneShiftLate|TwoShiftsLate|EachShiftShares|AddMisdelivery_Letter	VERIFIED
2026-09-04T00:04:30Z	verify	CI on 55c3eeb all 4 checks green	test and Godot 4.7.2 .NET on ubuntu	https://github.com/gfed-official/performative-mail/actions/runs/33820150062	VERIFIED
2026-09-04T00:15:00Z	frame	Frame U3.5 as death respawn and death bag	Issue 91; inventory drops; 10 s respawn; 30 s Intake return; death never ends the run	https://github.com/gfed-official/performative-mail/issues/91	open
2026-09-04T00:15:00Z	architect	Chose DeathSession plus Alive/Dead ticks over PlayerBody flags	U3.1-U3.4 stay; pose body stays a mover; bag outlives respawn	src/Sim/Run/DeathSession.cs	accepted
2026-09-04T00:15:00Z	architect	Skip four-model arena	Issue 91 and chapter 01 2.2 already name the timers and bag; two sketches compared	docs/m1-frame.md	accepted
2026-09-04T00:15:00Z	subtract	No combat HP regen WorldItem or Intake widen	M0 inventory already moves stacks; tests use mail so Intake stays mail-only	src/Sim/Inventory/Stack.cs	accepted
2026-09-04T00:16:00Z	verify	dotnet test Release 378 passed	Sim 248 Net 114 Bot 16; eight DeathSession tests	dotnet test PerformativeMail.sln	VERIFIED
2026-09-04T00:18:00Z	subtract	Dropped unused Origin ctor and vacuous RunState fact	Comment Sicko; death never touches RunState so the fact asserted nothing	tests/Sim.Tests/Run/DeathSessionTests.cs	accepted
2026-09-04T00:18:00Z	verify	dotnet test Release 377 passed	Sim 247 Net 114 Bot 16; seven DeathSession tests	dotnet test PerformativeMail.sln	VERIFIED
2026-09-04T00:19:00Z	verify	CI on 0935a08 all 4 checks green	test and Godot 4.7.2 .NET on ubuntu	https://github.com/gfed-official/performative-mail/actions/runs/33821111774	VERIFIED
2026-09-04T00:16:00Z	verify	ContentValidator exits 0 on repo content	prove it on the real CLI	dotnet run --project tools/ContentValidator -- content	VERIFIED
2026-09-04T00:16:00Z	verify	Acceptance filter 4 passed	empty bags; +300 respawn; Intake return; RunState unchanged	dotnet test --filter RespawnTicks_TenSeconds|Die_EmptiesPlayerContainers|AdvanceTo_AtDespawnTick|Die_DoesNotChangeRunState	VERIFIED
2026-09-04T00:22:00Z	frame	Frame U4.1 as shop offers and buy request	Issue 92; wallet debit; once-per-run; last-card one grant; no U4.2 bike path	https://github.com/gfed-official/performative-mail/issues/92	open
2026-09-04T00:23:00Z	architect	Chose ShopSession over pure ShopBuy.Apply	Buy must debit stock once-per-run and grant in one call; RunState stays U3.1	/tmp/u41-architect/synthesis.md	accepted
2026-09-04T00:23:00Z	architect	Two sketches: session vs stock ledger	Grafted ShopOffer remaining and ShopBought/ShopRejected; callers do not thread wallet	/tmp/u41-architect/synthesis.md	accepted
2026-09-04T00:23:00Z	subtract	No bike vehicle hire service wire or RunState fields	ShopCatalog already rejects vehicle; TryDebit floor stays misdelivery-only	src/Sim/Content/ShopCatalog.cs	accepted
2026-09-04T00:27:00Z	verify	dotnet test Release 385 passed	Sim 255 Net 114 Bot 16; eight ShopSession tests	dotnet test PerformativeMail.sln	VERIFIED
2026-09-04T00:27:00Z	verify	ContentValidator exits 0 on repo content	prove it on the real CLI	dotnet run --project tools/ContentValidator -- content	VERIFIED
2026-09-04T00:27:00Z	verify	Acceptance filter 3 passed	DebitsWalletAndGrantsItem; OncePerRun second reject; LastCard one grant	dotnet test --filter TryBuy_OfferedItem|TryBuy_OncePerRun|TryBuy_LastCard	VERIFIED
2026-09-04T00:31:00Z	verify	dotnet test Release 389 passed	Sim 259 Net 114 Bot 16; twelve ShopSession tests	dotnet test PerformativeMail.sln	VERIFIED
2026-09-04T00:31:00Z	verify	CI on 1d81360 all 4 checks green	test and Godot 4.7.2 .NET on ubuntu	https://github.com/gfed-official/performative-mail/actions/runs/33821987153	VERIFIED
2026-09-04T00:45:00Z	architect	Kept optional vehicleId trailer keyed on EntityClass	Next player id is class 1 so a class-2 peek is not ambiguous; walk goldens and SchemaHash stay	src/Sim/Net/WireCodec.cs	accepted
2026-09-04T00:45:00Z	architect	Did not bump SchemaHash	Supersedes the 0x540CE9F1 row; unmounted snapshot bytes are unchanged	src/Sim/Net/Protocol.cs	accepted
2026-09-04T00:36:00Z	frame	Frame U4.2 as bike vehicle and driver prediction	Issue 93; prediction uses the bike path; walk harness stays; no U5+	https://github.com/gfed-official/performative-mail/issues/93	open
2026-09-04T00:38:00Z	architect	Chose VehicleStep beside MovementStep	Issue forbids reuse of the walk step; speeds 8/5 and clamp 1.1 live on VehicleContext	src/Sim/Vehicles/VehicleStep.cs	accepted
2026-09-04T00:38:00Z	subtract	Unlocked shop vehicle for bike only	Hire and service still throw; truck grant rejected; no inventory stack	src/Sim/Content/ShopCatalog.cs	accepted
2026-09-04T00:46:00Z	verify	dotnet test Release 402 passed	Sim 266 Net 120 Bot 16; baseline 389	dotnet test PerformativeMail.sln	VERIFIED
2026-09-04T00:46:00Z	verify	ContentValidator exits 0 on repo content	prove it on the real CLI	dotnet run --project tools/ContentValidator -- content	VERIFIED
2026-09-04T00:46:00Z	verify	Acceptance filter passed	bike != walk; mounted predict; snapshot vehicleId; shop 120; Criterion2; ZeroDelay walk	dotnet test --filter OnRoadForward_DoesNotCallWalkStep|MountedPredict|MountedListenHost|TryBuy_Bike|Criterion2_200ms|ZeroDelay_PredictedPose	VERIFIED
2026-09-04T00:47:30Z	verify	CI on c481b44 all 4 checks green	test and Godot 4.7.2 .NET on ubuntu	https://github.com/gfed-official/performative-mail/actions/runs/33823088297	VERIFIED
2026-09-04T00:52:00Z	architect	TryMount frees the prior bike; TryDismount clears both writers	PlayerBody.VehicleId and VehicleBody.Driver could diverge on remount	src/Sim/SimWorld.cs	accepted
2026-09-04T00:52:00Z	subtract	Shop buy still returns grant string bike not a spawned id	ShopSession has no SimWorld; tests spawn via VehicleTable.SpawnBike	src/Sim/Run/ShopSession.cs	accepted
2026-09-04T00:52:00Z	architect	Vehicle clamp stays 1.1; walk stays 1.15	ch06 vehicle table vs movement table; not one clamp for both paths	src/Sim/Vehicles/VehicleStep.cs	accepted
2026-09-04T00:55:00Z	verify	dotnet test Release 405 passed	Sim 269 Net 120 Bot 16; remount occupancy and 1.1 clamp	dotnet test PerformativeMail.sln -c Release	VERIFIED
2026-09-04T00:55:00Z	verify	ContentValidator exits 0 on repo content	prove it on the real CLI	dotnet run --project tools/ContentValidator -- content	VERIFIED
2026-09-04T00:55:00Z	verify	Acceptance filter passed	quoted bash filter; remount; 1.1 clamp; bike != walk; mounted predict; snapshot vehicleId; shop 120; Criterion2; ZeroDelay walk	dotnet test --filter 'OnRoadForward_DoesNotCallWalkStep|MountedPredict|MountedListenHost|TryBuy_Bike|Criterion2_200ms|ZeroDelay_PredictedPose|Remount_FreesPreviousBike|Displacement_AboveMaxSpeedTimes1_1'	VERIFIED
2026-09-04T01:06:06Z	frame	Frame U5.1 as StatSheet and modifier resolution	Issue 94; chapter 08 2.9 already names base x Pi(mul) + Sigma(add); no draft	https://github.com/gfed-official/performative-mail/issues/94	open
